rainfall_mm,temperature_c,humidity_percent,soil_ph,nitrogen,phosphorus,potassium,sunlight_hours,area_hectares,crop_type,yield_tonnes
939.029791,25.23814362,79.03822715,7.29422052,110.9669139,58.99377729,68.52189877,5.33655986,0.904071785,Cassava,7.99
609.1970516,21.52207314,76.54007076,5.510123168,52.86464411,47.43668947,71.51371186,7.607845038,1.060673274,Cassava,7.03
1312.179221,23.55873631,63.01598793,6.99298281,91.97063192,62.46117052,69.45677354,7.273234413,0.73418692,Cassava,8.34
843.9896434,34.59515832,65.72390899,7.28409311,90.49109008,59.74056518,60.15822559,7.307615539,1.731294235,Sorghum,7.67
795.2429878,30.83678173,61.2308945,5.548631933,91.63778367,28.85553397,86.42751506,8.815714308,2.787160976,Maize,8.69
1566.654819,34.45429966,84.12037822,6.088897784,70.80781829,62.55683358,49.01532031,5.677970987,1.892003156,Sorghum,8.47
1536.154774,30.44044695,72.8024468,5.694352988,89.20057814,69.50269251,38.40504091,7.073318609,2.69343268,Wheat,9.72
1302.484084,25.39236727,61.74367377,7.118722311,104.8090716,63.35361593,84.79443315,7.045369595,1.753790737,Maize,9.81
1398.295179,29.74945896,78.07867509,7.091585339,111.2004273,36.89975784,52.53497716,5.375927759,1.945700352,Sorghum,8.8
1142.644635,24.29811878,73.63333042,5.5610005,42.9878551,61.13002803,51.61143848,5.508242051,1.80560815,Rice,6.06
1369.993553,23.23731541,74.91561903,5.67069493,44.13453769,46.56773158,62.4381073,7.549719606,2.315228334,Rice,7.85
922.9564729,31.92779292,60.83329005,6.377942841,46.27651051,21.26753717,87.75890488,8.343920482,2.239935515,Sorghum,7.63
1008.952944,22.5994148,56.25748171,6.000485796,83.93813318,55.72979614,69.6118426,6.119735588,2.887163202,Maize,7.78
1211.720746,26.29400094,59.90923958,6.211945357,100.6276888,20.71967443,36.96435843,5.184010568,0.601822006,Rice,8.86
1455.460584,30.55486789,68.96695316,5.695668321,79.32927001,43.67358854,40.39211219,6.735406597,1.496261836,Maize,9.43
645.3040098,25.61918922,75.03439663,6.506272517,108.5191873,52.93468158,39.77606562,5.28227499,2.106048196,Cassava,7.85
626.5113105,28.78663372,87.60920966,6.650948356,71.0535941,52.16441092,57.49517343,7.182467157,2.853662022,Sorghum,7.2
1505.350642,22.93686702,52.77445204,5.701556003,41.45774605,24.72214804,70.9804064,5.284754594,1.297439076,Maize,6.84
1444.875311,20.34907904,82.5787393,6.06370955,49.45318621,54.83685827,67.73657081,8.509888054,2.33767761,Wheat,8.31
777.4395438,31.25922127,82.27338957,7.481010284,73.00941415,38.60090429,76.58477764,6.363214161,2.826893314,Sorghum,7.37
1458.412752,26.43491041,80.03484271,7.009085748,48.24990951,65.12764533,60.31514235,8.305829864,1.300124003,Sorghum,8.4
610.8376515,33.58072965,53.65146707,6.138627275,116.0049574,67.53035735,64.40627329,7.527348849,1.621113805,Cassava,8.89
893.2107717,24.92996818,76.90073824,7.004749059,103.3263235,59.48090714,35.47236618,6.977681219,0.6438969,Sorghum,7.33
1487.704183,25.26372519,54.68268066,5.785983364,100.9208505,50.91090317,36.06736057,5.336427224,2.252422829,Cassava,9.56
672.7630064,32.32790089,78.24968909,5.662697561,46.78701713,69.33197893,52.45624775,6.482568588,2.531998918,Sorghum,5.66
683.5007167,31.65720374,72.33616999,6.348444018,112.5083508,25.55987412,59.55750626,5.045414579,1.671651605,Maize,7.95
656.3032757,21.78226874,54.70104987,6.798420604,99.68359034,49.16843825,87.73035291,6.499482318,1.214280216,Rice,7.38
1563.222539,20.18231712,88.79515307,5.586319824,111.2914491,46.38505545,89.57788777,5.295186259,1.884635711,Cassava,9.34
1569.302536,27.84646766,75.17594553,6.891497378,76.36328518,51.377904,65.05885872,8.604632042,0.613615951,Cassava,9.68
1220.132598,24.16071774,57.52484639,6.42739681,68.26817824,49.18280559,34.66407822,8.897579231,2.965526861,Sorghum,9.43
1298.161714,28.0414455,62.38110465,7.127590039,94.7784938,28.13084697,84.65563107,8.290148972,2.874499783,Rice,9.96
1018.243036,33.99092725,84.64255558,5.59043734,42.10935796,38.82316834,78.63319985,8.949104517,0.876042228,Maize,8.51
1194.130715,25.71336285,88.79657591,7.184237846,107.0662964,43.43465799,54.88917014,6.093628288,0.640938742,Maize,8.78
1599.717673,34.94955256,72.21726822,7.03797483,115.5812584,62.48236953,44.8408861,6.802176541,0.822898538,Sorghum,10.22
1554.051027,29.09261952,59.14571222,6.843401369,89.45025924,37.9081359,36.81345553,7.686292782,1.800769252,Rice,9.69
1452.1815,28.27860258,72.43751886,7.253307205,72.2786293,26.70076142,31.72696058,8.020549023,2.050773878,Cassava,9.86
1304.079768,23.19446242,55.45485902,5.529089331,68.0470047,49.49588434,53.53464271,6.749899688,2.760396736,Maize,8.12
1383.653013,25.94814173,74.88346801,7.224727417,115.9616499,27.35367405,85.59525751,6.968465172,1.145610971,Maize,8.64
1059.135756,34.70048863,69.70472376,6.157503221,90.67206835,32.00728094,34.55179969,5.515518888,0.820114597,Maize,7.05
945.6672833,33.45182615,68.95846561,6.835115477,53.7855897,29.61445094,32.45211698,5.675740252,1.196475848,Cassava,6.59
777.0104843,21.33053801,54.82543484,6.421557536,56.50669747,38.21349305,60.20503625,7.761579315,0.59828035,Maize,7.39
681.7590319,33.10367936,86.83489602,5.62215592,62.15021185,60.31006399,74.89558142,5.738084077,1.023373308,Rice,6.7
970.4721028,27.26784478,74.73019086,6.237827279,77.00277729,57.37354691,32.20099217,6.009747777,2.283373965,Wheat,7.27
1132.113485,21.60758017,67.89649467,6.565234533,59.39764029,33.46216155,52.63704979,5.080284791,1.305197914,Maize,7.07
811.448007,24.91246028,54.79048527,7.281054561,87.48739628,53.95511596,77.35027432,6.993768796,0.71730072,Maize,8.93
1345.439474,26.47489319,55.10321211,6.067551812,69.04658371,52.29586207,64.24669828,6.424386904,2.966288122,Wheat,8.48
1205.774819,23.55840188,54.0712989,5.805718278,59.67661827,28.03406866,41.19402144,6.140380675,0.933433988,Cassava,6.02
1582.378617,21.68058353,65.91422396,7.438940867,109.2405701,60.85360355,45.47416962,5.68355035,2.17160805,Rice,9.63
1529.375989,28.3514434,72.86450758,6.059958187,101.5594347,29.35218743,49.42075418,6.701745754,1.769025947,Cassava,9.23
1210.620042,24.3294583,73.24952886,5.808725431,78.49120815,46.62947163,33.10941221,6.346417113,0.836036692,Maize,7.8
663.3749705,34.84940349,62.8941538,7.119748892,60.37125238,54.07513611,75.61367159,7.382554962,1.678940471,Cassava,5.94
1529.529144,32.45929112,88.60107643,5.748594447,98.46939802,66.91702284,40.87398397,5.265985069,2.352801623,Wheat,8.13
1174.473113,32.62743165,55.59089507,7.090534624,56.1301856,28.18279714,39.85594788,8.258298881,2.162993052,Rice,7.06
1477.200541,25.88667661,82.66397758,6.378269817,70.15555435,43.13398928,48.08267245,7.990437521,1.756800975,Wheat,9.23
832.2126951,33.4936186,65.35564885,6.587105722,112.5177689,51.2118998,37.01388244,8.759328494,2.069270133,Rice,8.98
1394.025189,29.30109134,71.33844368,7.287785166,103.0877769,27.58374399,48.70332407,5.993956559,2.359865731,Maize,8.68
633.5324347,28.54834527,80.49834743,7.253531274,67.3665399,61.06286523,36.63790422,8.385809167,0.818721656,Sorghum,8.12
749.9174273,23.43877093,78.89010274,6.940073073,91.29181063,54.69742222,62.5634666,6.007196236,1.364239984,Rice,7.02
781.5977168,33.62675842,73.33567179,6.301702834,76.96046429,67.36416698,39.20108419,7.344919328,1.764721697,Rice,7.44
1472.123909,33.98177424,72.60532734,6.893301648,113.7999505,55.36193172,39.15234257,7.305153441,2.016787616,Cassava,10.03
1024.130671,31.04666353,87.37468059,7.351137026,76.06714971,25.66190229,89.09047194,8.355592346,0.811656703,Wheat,9.78
999.0027039,20.82142458,63.40788967,7.105706897,40.37056184,36.67495858,53.89012162,7.149582412,2.799639041,Rice,7.05
946.3459944,25.20429803,79.50004992,6.404435882,57.96838584,42.62197581,38.45142122,5.705547946,1.745919432,Maize,6.89
962.3938991,28.70882525,75.29057152,5.526188913,93.08298976,28.90179834,87.66421905,5.594650911,1.536560309,Sorghum,7.44
685.3496681,34.95311378,70.08780041,6.690770035,45.36611819,57.49802352,42.59433559,8.592217158,1.012849101,Cassava,8.31
665.7086394,31.63291425,68.13155339,6.548780539,75.26101976,40.03815304,63.57841988,5.620960984,0.954820326,Cassava,5.85
1461.785621,34.19173193,64.93237265,6.041489346,91.51996346,40.43670855,31.52318134,5.624610389,2.289930572,Sorghum,8.44
821.9721619,23.46612195,76.87570974,5.539421076,48.32868656,59.99580427,40.71267972,7.610984431,1.095456953,Wheat,6.91
699.4413928,23.64758286,78.89067727,7.211392936,106.4175892,39.85917648,70.08510819,5.819937182,1.232869326,Sorghum,6.67
1492.671711,32.26165343,63.67269407,6.018846867,70.37539265,49.51474713,46.08381845,7.496595631,1.52352913,Sorghum,9.73
1152.047181,26.54189794,61.77863038,7.396906614,101.0884635,27.00565879,82.10807855,6.949724793,2.736380567,Maize,8.64
622.4693083,24.03016039,71.66536859,6.76695644,60.63101483,26.9678037,80.09581421,8.937608723,1.814225456,Cassava,8.21
771.6792858,24.0846099,50.73562706,7.328597613,49.42008663,48.82582378,46.44331324,7.21671201,2.128550971,Maize,6.4
610.9958287,22.05328445,86.00074567,7.247780155,87.79304817,50.02584302,69.90220047,5.701485114,2.786029865,Sorghum,6.97
1018.770525,25.74707792,70.75670821,5.593931934,53.3026695,56.90168082,34.96792008,7.412608438,1.113372774,Cassava,6.58
955.6727165,30.78568858,61.88486862,6.632809281,78.08403218,53.18355827,86.20978436,7.930288389,1.037350946,Wheat,7.82
631.1831351,23.93396066,73.80311723,5.602851627,79.70929978,49.84214245,50.05463345,8.083648815,0.766495633,Rice,7.79
1095.491316,30.32603595,67.39309354,5.992804066,105.5281854,59.97079395,71.68178825,6.088580549,1.975576667,Wheat,8.23
960.9738969,21.3737311,86.69254302,5.773637262,116.0189883,42.30028865,41.10797573,7.16760379,2.68236459,Wheat,9.39
1258.783367,30.38414847,83.96782606,5.999336018,79.15399709,31.06047209,89.26008048,8.776237359,0.598567028,Sorghum,9.59
1305.575173,33.87872476,57.22301381,6.635890461,113.2390638,21.69729893,71.84521603,6.189396029,2.810990488,Cassava,9.67
1444.549399,24.7865071,83.15661897,5.574015269,87.70159028,31.50044186,37.23401315,5.307812807,2.24072194,Sorghum,8.13
939.8749638,30.87150157,52.61425363,6.130580676,83.15930339,59.53615824,49.12515018,7.503565506,2.714944371,Sorghum,7.45
624.4007816,33.05148311,50.85077643,7.249403345,82.31497072,66.95338493,77.92699415,8.991736442,1.376779539,Sorghum,8.51
1367.188289,26.0289637,69.19502481,6.755010926,109.8941691,69.20417346,76.09640483,6.671067129,1.553392506,Maize,8.93
710.4741131,25.31933236,61.48955967,6.092616241,58.68862008,22.10465948,31.07243608,8.950889559,1.569432834,Cassava,8.05
984.3266472,30.19470924,58.73015551,7.399922368,102.9076012,24.47055012,55.05484655,8.51647323,2.861830056,Cassava,10.47
767.0339461,34.86752939,59.26686806,7.385463548,91.97173192,50.38683974,60.76131066,5.922679247,0.94132008,Wheat,6.92
820.4862091,22.79657393,81.18337894,6.200250518,44.62741413,68.45513151,83.0271531,8.711009133,2.987269557,Maize,7.15
1358.238476,30.44030927,56.15583625,7.13166625,57.95524575,31.19088074,62.21846537,7.371759739,1.95021552,Rice,7.55
691.4868374,33.16191294,60.6240017,5.759029843,111.0998464,67.78257491,81.72765704,8.238064299,2.138104952,Sorghum,8.41
1008.453213,25.59032776,60.39015135,6.946840227,79.67005881,24.0523108,43.21099212,7.733035055,0.690327149,Cassava,8.33
1451.206914,27.42719791,69.22346309,6.684815569,105.9744773,37.3904604,70.68096915,7.262927856,1.167570675,Maize,9.83
1258.451835,32.75872594,84.69176804,6.916725953,106.9610663,54.87357308,70.80844631,7.474445513,2.381791599,Wheat,9.62
758.6051053,33.21306139,84.87374111,5.558494566,106.06534,26.44349337,50.10713126,7.974033025,0.90189974,Sorghum,8.9
1107.467734,20.09578808,61.48152533,6.733853837,118.4948942,51.59067635,45.58821486,7.536022812,1.849963449,Maize,9.74
1379.845395,21.60470958,80.4411161,6.582533157,117.0393603,37.0936083,67.95731359,8.728112422,0.75627432,Sorghum,10.72
667.8370591,24.5144535,78.32688355,5.634701203,86.57363681,37.29415285,67.25493107,5.182968135,2.678842015,Wheat,6.73
1573.488969,34.53316783,79.98607327,5.76017248,100.6610557,21.22934582,31.32741309,6.294440877,1.721607976,Sorghum,9.68
1045.902706,24.10439999,89.88498001,6.352362604,76.11096195,28.18119106,77.68857292,7.774728903,1.051924032,Sorghum,8.8
682.3810456,30.20748953,76.18044857,6.046519054,116.069085,27.55289459,55.94008806,8.774463681,1.549318292,Sorghum,8.62
874.2152023,34.75966472,66.37336025,7.288198407,58.39636847,30.6552352,31.86804497,7.606667302,1.421315859,Cassava,8.13
1464.35825,27.0981486,88.72773712,5.871051031,109.4898534,58.82984264,76.25531068,8.379132912,2.402559977,Sorghum,9.93
632.5261795,33.81271772,74.66601258,7.093074582,78.52178812,25.86540945,37.51114753,7.742261149,1.575764737,Maize,7.65
800.5247267,27.3739182,52.56835748,6.663942804,61.51947235,59.87795503,48.62171754,6.820880596,0.52905135,Rice,6.77
1079.938835,29.00030822,61.66650315,6.889963772,108.8097918,58.99254944,32.37712952,6.922027789,0.762325446,Rice,8.54
842.0450159,34.7999389,55.69982172,6.497776307,89.45245875,55.12324853,63.57892101,5.03908339,1.316153271,Cassava,6.45
950.6269312,20.49804663,53.14313989,6.293846552,50.61726032,48.37704241,71.36789815,8.202346796,1.000375611,Wheat,7.54
767.4825823,21.56851761,75.45720998,6.912951453,42.52689159,66.81061231,33.11827702,7.165185341,2.272651299,Rice,6.59
1401.728083,25.09175289,82.59300455,5.660229693,111.5853325,47.37961881,79.0378662,6.809273138,2.108944238,Rice,9.9
1126.402661,30.97384283,53.26519928,5.620704168,59.76825872,27.97723401,82.307014,5.876855949,2.93966314,Cassava,6.47
1389.698507,29.88061663,69.92782866,6.610727102,97.53614226,31.42273707,89.78003496,8.899172649,2.125814216,Maize,9.89
799.5424509,30.20342364,52.88793636,5.561305004,60.61463108,43.13114784,82.09635032,7.908676279,2.356766303,Rice,6.44
971.038763,34.81474346,51.60436766,7.234062992,86.29403269,41.93077096,73.51545962,6.946675766,2.683558095,Sorghum,7.55
1500.701864,26.3258139,61.07311189,6.684700657,112.9890676,30.53310945,67.37799501,7.52624088,2.332782556,Maize,10.36
1509.032521,22.69524663,59.501733,7.442790188,54.47815622,62.71925467,59.53667139,5.988924298,2.676874753,Sorghum,7.3
1045.305255,27.72226031,64.36933478,6.685901703,53.08190981,39.55407683,88.16473934,6.032533731,2.141841661,Sorghum,7.25
730.8736607,34.54731568,68.15158166,5.972100927,45.87973979,28.48789525,61.18643691,6.348012706,2.572208415,Maize,5.66
1030.887524,23.73071409,74.68579946,6.913554434,53.36335263,28.38096081,32.20028562,7.94560806,2.159511319,Cassava,8.24
1405.670153,28.78031547,84.73085122,5.91168242,48.95356955,33.48748058,33.42521137,7.124678112,2.841514231,Cassava,7.8
639.3435407,21.83164871,68.08796113,7.367750035,65.2924884,45.36174043,32.49437154,5.593372804,2.966575307,Sorghum,6.1
1467.918295,26.82109783,70.62384114,6.477693161,93.3491406,26.98256274,31.79841539,6.231719766,2.261701907,Wheat,9.08
801.8534521,30.1014865,88.79648184,5.687801432,93.80816946,42.18751097,82.08853526,5.708599158,2.231564881,Wheat,7.26
1217.84724,33.03357477,72.82438987,5.560774119,114.4758956,54.47633755,70.59080315,5.86270061,2.147213676,Maize,9.8
993.8644057,29.76849466,54.26372121,6.815690609,119.9530981,22.41060194,88.63045105,6.627631843,2.676883626,Cassava,9.07
1338.449209,33.17773342,66.16561287,6.154066323,93.40747085,60.3922971,75.73710809,8.191254595,1.588958287,Sorghum,10.29
1417.834216,21.80313583,71.77956392,5.511517321,65.96686639,38.32307674,53.7703615,7.781868827,1.471395253,Rice,7.93
973.2517916,23.40904441,52.92783695,6.706897187,93.45702388,50.9745173,57.80964263,6.519143121,2.658334124,Maize,7.86
1119.081785,27.18772816,51.02568263,6.182495655,70.4156495,39.94113904,64.81034215,7.134410187,2.019762732,Rice,8.26
1318.123076,34.33285544,50.72930331,5.891555971,40.60503,52.37373571,83.88183294,5.973929186,2.817586362,Wheat,7.13
660.2673903,34.0165404,64.06490749,5.702841657,78.86974073,32.83882839,47.09237412,6.22915986,2.507564745,Maize,5.85
1210.333783,30.74226011,60.90496003,6.327098203,49.75088747,29.05746748,70.86707124,5.725753391,1.812908459,Wheat,6.97
1309.046262,21.60315385,72.69248879,6.013125567,117.03415,44.17728234,78.35955299,7.200906169,0.608531332,Wheat,9.97
1201.61182,32.28783289,85.36825853,5.956159544,56.96358719,50.54904944,54.66170819,8.359445211,2.750057808,Wheat,8.36
953.4213793,23.55305838,81.22102061,6.049612071,105.8091455,41.18691268,70.05299396,5.382141255,2.059648312,Sorghum,8.88
768.0142077,31.05310617,84.5118831,5.9334796,47.65716444,21.1819293,68.51829003,7.428376144,1.866743532,Sorghum,6.06
831.9470961,25.86358994,73.77905341,6.493533718,119.0228416,26.82198763,71.70867324,6.617275072,1.570499037,Cassava,9.03
1591.255994,21.92591434,54.16438598,6.948677634,86.27095336,33.70803333,34.76516214,5.342632998,2.735477187,Sorghum,8.99
791.8673247,24.85057343,59.06625609,6.209992612,45.55390742,45.95298955,34.05675382,8.201426031,1.084280205,Maize,7.57
1250.877369,27.9943668,62.97335012,6.166003826,93.55895642,69.70696806,69.71035139,7.231133669,2.326626276,Rice,8.98
1065.205612,20.90213514,72.49187264,7.415250569,54.02423539,54.50024454,42.05602132,7.143310738,0.741691124,Sorghum,8.11
947.5715242,29.97367587,81.81799843,7.354355639,58.77136655,39.96579579,39.1449608,8.969934009,2.81750242,Maize,7.99
1139.95713,32.63049942,70.83831909,6.747171376,47.12995457,57.76352102,37.66280902,8.304270521,2.455070219,Wheat,7.31
960.1364075,21.3146412,87.47831292,6.607604481,64.44194485,39.84907585,56.83215243,7.402377333,1.789198569,Cassava,7.11
1519.391973,27.45445224,89.68632059,7.202849915,56.68084115,66.52976073,36.98198387,8.269798834,1.451558234,Wheat,9.16
904.6791391,21.21378925,66.11920715,5.84704903,95.59608711,37.30498633,88.53661205,7.563888309,2.556201409,Cassava,8.76
732.5246727,32.93021723,86.91028762,6.474123838,88.50023502,58.24049005,40.49031764,7.010264306,1.496657569,Sorghum,7.44
668.1723094,20.3871786,55.40665157,7.426230223,83.96236287,68.29110806,55.9498727,6.247264532,1.765354657,Rice,6.48
1039.511689,21.58497026,75.63305259,5.932076365,89.56703639,52.51005462,39.12149119,5.245398508,2.451903965,Sorghum,7.04
1594.866317,20.86670841,77.80140915,7.467357851,59.13440834,27.11246843,37.28309637,6.21310059,0.752614528,Sorghum,8.04
1292.161342,20.93437697,70.37688513,7.493393708,105.1176216,50.76097191,48.37521725,7.495583345,1.81760366,Sorghum,8.96
1486.604215,26.74676973,57.78490047,6.235518702,73.1303802,61.37689478,74.01686283,8.077219575,0.527578161,Sorghum,9.1
1016.153998,27.22016227,50.76769107,6.019626417,100.8231858,26.85548529,62.11860789,5.860807488,0.530301937,Wheat,7.49
1147.959489,26.81566002,83.77428331,5.696165162,79.05929096,27.50243323,49.48055561,7.94942831,1.690045323,Maize,8.63
975.8882851,25.91714418,68.37787074,7.070033088,111.3667751,67.76673433,77.21420318,6.261627583,2.220336765,Maize,7.62
1440.871579,20.57639523,86.07047969,6.422954929,90.97611814,52.96769611,83.70706444,7.546678729,2.034833962,Wheat,9.18
666.6520406,27.77612033,56.00676003,6.974867537,80.97775367,54.01138896,32.50037404,5.339168064,2.29080847,Sorghum,6.03
896.5355813,25.24554845,80.98614125,6.822741222,54.81564543,28.70546677,35.90373898,7.641210879,2.410931656,Wheat,7.91
865.0464283,20.31417442,53.2868667,7.43572007,63.6355822,58.46115739,67.47981413,6.527758559,1.014218155,Rice,7.04
1374.633781,29.6585638,71.21208533,5.583902447,117.4791022,59.93570958,47.5693222,8.919881317,2.004703974,Maize,10.27
1182.422658,31.22109769,82.47079152,6.812957215,50.24765971,36.9133753,85.68501842,5.898462447,1.43041756,Cassava,5.95
1212.939582,34.14613757,59.62770847,5.743002753,55.79763919,64.34624501,68.74864876,6.143627157,2.539867347,Rice,6.2
1461.369996,32.69771508,86.75706135,6.00448204,100.4033543,43.02697486,80.51991317,7.913962709,2.441118616,Maize,9.37
1145.026919,34.77004609,87.49552266,5.586347472,53.18518526,26.58643867,73.5587946,8.271141319,1.033778416,Rice,8.27
1105.852693,32.61054542,79.31206179,6.584474411,87.22781524,45.41802735,47.85290708,7.260087971,2.222213255,Maize,8.62
1361.121537,22.40107452,68.46229898,5.51866324,59.73430916,56.32308576,89.50859708,5.396712398,1.50373579,Sorghum,7.66
1400.070969,23.06053452,72.20339797,6.966142592,89.27883602,29.40123673,51.32307412,8.135167138,1.885566285,Wheat,8.82
748.8880503,24.58406323,85.06603047,7.492668675,69.46476244,42.43053155,73.32425629,8.544783122,1.982610835,Cassava,7.3
991.5256982,26.18932761,77.82472586,5.506436527,89.567147,37.77465052,77.65183988,5.371962559,1.970505667,Rice,8.46
664.8535945,28.69975681,72.45938352,6.621320189,88.27901333,53.82339686,78.29933998,6.079282881,2.562623525,Wheat,6.87
1098.255682,21.15587419,52.34203717,6.168476637,102.7917582,55.38404674,77.31689788,7.069076226,1.600497495,Cassava,8.6
1034.019366,21.32900645,58.82447811,6.696450588,98.85304914,69.91737557,85.98679988,7.570260798,1.553120133,Sorghum,8.38
1236.177365,31.78477427,54.73344764,6.319809779,107.1841829,39.1916476,64.31233627,7.351077443,0.961190633,Wheat,8.66
626.1967085,20.36287646,83.26788175,6.04614162,81.4463013,34.93627868,86.44075471,6.037187035,1.574142032,Maize,6.13
1472.73025,32.6290035,57.44405671,7.10528662,76.65495094,44.1484436,38.00879834,5.322406055,2.319848267,Maize,6.47
1329.508229,31.48269348,56.35632671,6.720450299,50.82832658,57.5687543,69.41730938,8.826458484,0.672395041,Maize,8.52
657.0547212,24.23280612,60.46822735,5.993957598,112.5003664,32.47730999,46.31698357,8.03759305,1.624349606,Rice,8.44
662.6532035,33.5965618,55.56981484,6.564841365,72.88764821,37.36716631,83.99000074,5.087293587,2.159474215,Cassava,6.05
1563.394434,28.40252275,87.47289848,5.604515759,73.50346553,33.00788955,73.8492579,8.925188362,1.141325156,Wheat,9.24
1165.330255,26.9589873,88.88021319,6.717054545,67.96050977,25.70478924,39.07480972,5.90126772,1.127416653,Maize,7.6
1450.616058,28.41834182,70.93563645,5.729537744,108.8111755,56.14071516,34.06010171,7.831340389,1.858845543,Wheat,10.04
1084.696287,22.4866181,87.82792588,7.199950743,93.52178699,43.11477805,54.7059325,7.603893869,1.863579674,Sorghum,8.36
662.2731059,27.68753973,82.25614469,6.418479755,44.1565262,59.31390997,42.08182693,6.03448334,0.911765884,Wheat,6.25
1119.38586,23.07321911,85.11320313,7.25916371,109.646274,31.93981057,57.07436065,8.939958625,2.430031191,Sorghum,9.61
627.1674212,20.97806887,68.55725507,7.318440412,83.09614384,44.8906254,36.328422,7.627120419,2.555257902,Maize,8.22
1564.476654,23.05649689,70.93318525,6.074275916,103.4283535,48.87966829,68.07494505,8.191656638,1.489926182,Maize,10.04
1515.090068,27.99543301,56.31819291,6.891798236,103.460908,35.83808385,81.43075542,8.624573019,1.192261218,Wheat,10.17
1493.98971,29.81438828,56.08417133,6.380646837,89.22384201,24.17320425,82.9449821,8.214414142,1.763016934,Cassava,9.51
1567.126615,26.26641469,89.36441276,6.835839998,90.77370186,28.29774476,82.9156655,6.709958752,0.905583514,Cassava,9.23
1127.399622,30.79030434,85.61032212,5.658813169,98.51971923,29.3705972,81.49062319,8.276254055,1.851984387,Maize,9.22
1310.242799,24.7152517,68.84671596,7.143273795,76.74121577,37.88991327,59.65274684,8.31299701,1.338020118,Rice,9.35
1425.978213,21.50956218,59.59496451,5.78394398,67.83531293,42.51754895,74.92958022,7.60459034,2.052321419,Maize,8.27
952.3749466,32.6217133,68.8514867,7.458209876,90.73137106,26.31323708,70.57065372,6.300416062,2.215817992,Cassava,7.58
1437.041125,24.18914133,75.7152764,6.888301147,81.01238025,35.26553383,42.75866258,5.132757418,1.259866003,Maize,8.13
1253.162791,34.07457228,84.84817929,7.032129553,103.0757875,53.24924517,45.61721145,8.628780123,2.17683078,Sorghum,9.43
1047.055544,26.90537407,84.58254438,6.59329644,70.43204392,68.84001643,36.6432356,6.690193713,0.605061688,Wheat,7.63
1339.904121,33.77114828,61.20149318,7.216683354,63.37745844,65.53850808,75.23771422,8.219627107,0.545016389,Maize,9.14
881.5211984,33.09130759,54.50321562,6.907371955,83.25587813,24.82672351,44.5136297,5.049616145,1.671919914,Maize,6.52
901.2652608,28.97536226,61.88951231,6.099838223,99.4554559,22.4071418,84.17369971,8.409055498,2.169511708,Wheat,9.44
785.3301795,21.18453743,59.5804068,7.089156557,42.77362134,49.14034175,89.72625097,8.422784375,1.803614223,Maize,7.17
663.6409093,32.47060272,73.95914033,5.729865994,47.50858279,65.48134097,70.15201578,8.317147197,2.697447251,Cassava,7.24
1030.42741,24.75419882,67.38383843,7.047759311,88.15387448,64.6261645,56.60280086,7.428358315,2.078268883,Rice,9.76
